Dataset,Model,Fold,test_accuracy,test_precision,test_recall,test_f1_score,test_mcc,test_aucroc,test_aucpr,test_sensitivity,test_specificity,test_ppv,test_npv,test_ARI,test_NMI,Inference Time (ms),Stop Epoch,Early Stopping
liar,feastconv,1,0.5859375,0.5830250327761389,0.5859375,0.5121878908676304,0.10699829973238686,0.629849673925058,0.6713725601453202,0.9128440366972477,0.1566265060240964,0.5870206489675516,0.5777777777777777,0.01794306059406155,0.010840105185924301,7.454395294189453,117.0,1.0
liar,feastconv,2,0.5651041666666666,0.54510896691521,0.5651041666666666,0.5257500595760773,0.06422377346420112,0.5662650602409638,0.6352727981037737,0.8119266055045872,0.24096385542168675,0.5841584158415841,0.49382716049382713,0.009190820178669807,0.0034185687913990993,3.8995742797851562,120.0,1.0
liar,feastconv,3,0.5755208333333334,0.5670745901107349,0.5755208333333334,0.5670300997401906,0.1160622329560221,0.5777053166795624,0.6476032254231552,0.7018348623853211,0.40963855421686746,0.6095617529880478,0.5112781954887218,0.018837273656750985,0.010099302507687319,11.347532272338867,143.0,1.0
liar,feastconv,4,0.578125,0.5629748635122839,0.578125,0.5303838250286734,0.09176311275663783,0.5845031502155411,0.6335252377826841,0.8486238532110092,0.22289156626506024,0.589171974522293,0.5285714285714286,0.015621450741589136,0.007205361813873879,23.006677627563477,106.0,1.0
liar,feastconv,5,0.6041666666666666,0.5994517543859649,0.6041666666666666,0.5675832476715572,0.16072083150439267,0.6463468553111529,0.6873851331020286,0.8486238532110092,0.28313253012048195,0.6085526315789473,0.5875,0.03575552038356612,0.021437678399710645,11.644124984741211,112.0,1.0
Mean,,,0.5817708333333333,0.5715270415400665,0.5817708333333333,0.5405870245768257,0.10795365008272813,0.6009340112744557,0.6550317909113923,0.8247706422018348,0.26265060240963856,0.5956930847796847,0.539790912466351,0.019469625110927518,0.01060020333971905,11.470460891723633,119.6,1.0
Std,,,0.014569375761145165,0.020632935622595064,0.014569375761145165,0.025292211708159686,0.03544528478398415,0.0350354233723087,0.023568478416750808,0.07773842262133893,0.09396431809957505,0.012333820486494637,0.041142062761814584,0.009854224084489657,0.006724212667415199,7.186387726345302,14.117365193264641,0.0
