pretrain,neighbours,dataset_size,dataset,model,test_accuracy_mean,test_accuracy_std,test_precision_mean,test_precision_std,test_recall_mean,test_recall_std,test_f1_score_mean,test_f1_score_std,test_mcc_mean,test_mcc_std,test_aucroc_mean,test_aucroc_std,test_aucpr_mean,test_aucpr_std,test_sensitivity_mean,test_sensitivity_std,test_specificity_mean,test_specificity_std,test_ppv_mean,test_ppv_std,test_npv_mean,test_npv_std,test_ARI_mean,test_ARI_std,test_NMI_mean,test_NMI_std,Inference Time (ms)_mean,Inference Time (ms)_std
True,4,0.2,fakenewsnet,chebnet,0.7711206896551724,0.0195397016493847,0.7862256846215725,0.0362548784551587,0.7711206896551724,0.0195397016493847,0.707857706438056,0.0494275152269523,0.2312679336822326,0.1198609040208435,0.7679257505917527,0.0406995589415998,0.556060910403205,0.0425881589475895,0.16,0.1361917918187075,0.9724928366762178,0.0346574604337158,0.8067417409935722,0.2010561564460358,0.7794653795133206,0.0230121097937474,0.1153753507806528,0.0944216386899548,0.0668007147415056,0.0502519141236891,10.370159149169922,3.618157183915856
True,4,0.2,fakenewsnet,graphsage,0.7939655172413793,0.0264217457866843,0.7514288744600209,0.1043593683587525,0.7939655172413793,0.0264217457866843,0.74606920988327,0.0615269601094261,0.3166256817698456,0.1856480648126973,0.8272430546904198,0.0098036835068414,0.6396562617442461,0.0154115837549844,0.2521739130434782,0.1659024698116427,0.9724928366762176,0.0207217016982974,0.6058849130030429,0.3399909992251025,0.7993874864014321,0.0316406370159848,0.1990365777868294,0.1253825782787362,0.1204327431449599,0.0744645582349958,9.63459014892578,7.083721305577075
True,4,0.2,fakenewsnet,sgc,0.7521551724137931,0.0,0.565737403388823,0.0,0.7521551724137931,0.0,0.6457617593417313,0.0,0.0,0.0,0.7602192599975084,0.0160311690289538,0.574809818967067,0.0258572006078792,0.0,0.0,1.0,0.0,0.0,0.0,0.7521551724137931,0.0,0.0,0.0,0.0,0.0,11.48824691772461,5.03846596798198
True,4,0.2,fakenewsnet,appnp,0.7625,0.0231317376982736,0.6113599127160558,0.102015032159811,0.7625,0.0231317376982736,0.6713300559064661,0.0571724491876217,0.079227003038172,0.1771569644469349,,,,,0.0643478260869565,0.143886113334769,0.9925501432664756,0.016658386078795,0.148,0.3309380606699688,0.7640429785107447,0.02658194253612,0.050360193633928,0.1126088163255152,0.0294734644953373,0.0659046701440007,10.89944839477539,4.860068497037709
True,4,0.2,fakenewsnet,feastconv,0.7521551724137931,0.0,0.565737403388823,0.0,0.7521551724137931,0.0,0.6457617593417313,0.0,0.0,0.0,0.7668742992400648,0.016808280668957,0.5631508623487925,0.0305767436786816,0.0,0.0,1.0,0.0,0.0,0.0,0.7521551724137931,0.0,0.0,0.0,0.0,0.0,12.88166046142578,6.962410343105885
True,4,0.2,kaggle,chebnet,0.9510022271714922,0.0042404081881202,0.9510655667974331,0.0041732197551941,0.9510022271714922,0.0042404081881202,0.9510013857717998,0.0042426526861479,0.9018550351017628,0.0084324316122218,0.9907844501889044,0.0006443886907229,0.9899810049843156,0.0007158901180525,0.9490654205607476,0.008326415738881,0.9527659574468086,0.0072777154793561,0.9482441402589584,0.0073528168694343,0.953634865858002,0.0070081397765634,0.8134616197241071,0.0152931520833553,0.7181731794453053,0.0176204060262794,11.576175689697266,4.952506355158644
True,4,0.2,kaggle,graphsage,0.9550111358574612,0.0012696831014466,0.955075173597353,0.0012675108804543,0.9550111358574612,0.0012696831014466,0.9550046651482048,0.0012678278814488,0.9098798515946374,0.0025382416216506,0.9932720222708292,0.0007364512031703,0.9922774150277478,0.0011341253799828,0.950467289719626,0.0068915332727815,0.9591489361702128,0.0066265580861265,0.9550027409190336,0.006670218867821,0.955141133568248,0.0057098544304706,0.8279538008234557,0.0046253207061979,0.7355352751239803,0.0056171857276755,12.928533554077148,3.969820464324884
True,4,0.2,kaggle,tagconv,0.95456570155902,0.0016517145850992,0.9545927846218676,0.0016467486359298,0.95456570155902,0.0016517145850992,0.9545602420027056,0.0016451588161738,0.908950192485077,0.0032927634770688,0.9927609862795784,0.0006464754037295,0.991587555332326,0.001067038450303,0.95,0.0035433997402109,0.9587234042553192,0.0053403831480898,0.9544988378104028,0.0054668779826512,0.95467833618635,0.0028654067065573,0.8263349572042357,0.0060094905294137,0.7332790128820915,0.00727919101639,15.094375610351562,5.113008751276474
True,4,0.2,kaggle,sgc,0.611358574610245,0.0492816739718459,0.6660274355054002,0.2191966252902272,0.611358574610245,0.0492816739718459,0.5283661891425231,0.0944623049274106,0.2843390266300177,0.1590604762365701,0.8758321733943131,0.191536215918965,0.8509438908735454,0.1947686736511488,0.1934579439252336,0.1083794869782062,0.9919148936170212,0.0046126560401444,0.7649195624195624,0.427617469525514,0.5759724773793121,0.0294771730847658,0.0556482356837426,0.0312947163138334,0.1129213261744129,0.0632498949720798,21.31643295288086,5.9011002876919685
True,4,0.2,kaggle,gcn,0.9342984409799556,0.0045234066840957,0.9347034839933692,0.0044668387871055,0.9342984409799556,0.0045234066840957,0.9342315666782202,0.0045390332337443,0.8686188159124653,0.0090184574354334,0.967192284748459,0.0032163026506799,0.9626727089014344,0.0078769140119216,0.9149532710280374,0.0105269909589428,0.9519148936170212,0.0077593968207704,0.945526573269934,0.0080940691164424,0.9248475643968376,0.0083019684970329,0.7542510026560817,0.0157265774966842,0.652642988699309,0.0173028689154723,12.199878692626951,4.525910986603526
True,4,0.2,kaggle,appnp,0.9305122494432072,0.0082058500788153,0.9323029784241154,0.0071570370898027,0.9305122494432072,0.0082058500788153,0.9303179723749327,0.0083111152384888,0.8622939512543615,0.0154856887412973,,,,,0.8934579439252335,0.0215789717551753,0.964255319148936,0.0059040157129836,0.9580225807579076,0.0059379540353015,0.9088817235329174,0.0166223120284118,0.7412871863468947,0.0283655821118429,0.6462290235652163,0.0258586357966823,15.11688232421875,2.1448084914715047
True,4,0.2,kaggle,feastconv,0.9365256124721604,0.0027277168627874,0.9367744206444604,0.0026476982870955,0.9365256124721604,0.0027277168627874,0.9364770274938452,0.0027404765055764,0.87294855610686,0.0053979797007429,0.9685613442036192,0.0030050051094326,0.9644060793450916,0.007518039535676,0.9205607476635512,0.0082605932381606,0.951063829787234,0.00582683571814,0.9449020527606604,0.0058548191952449,0.9293730875684314,0.0065471932291601,0.7619761359445676,0.0095396389173202,0.6602098464374525,0.0101996416847779,14.075231552124023,6.344558545251028
True,4,0.2,kaggle,jknet,0.9391982182628064,0.0053172990584914,0.9401261091001196,0.004528393966215,0.9391982182628064,0.0053172990584914,0.9390930922636658,0.0053883610108973,0.8789261484876795,0.0099207660993702,,,,,0.9126168224299064,0.0164051305434971,0.9634042553191488,0.0067951997543282,0.9579420409252342,0.0069721069167686,0.9239022392678878,0.0126201505394376,0.7714142765581243,0.0186363776324054,0.6752371862623961,0.0165450249286322,14.838123321533203,5.604851640891508
