Dataset,Model,Fold,test_accuracy,test_precision,test_recall,test_f1_score,test_mcc,test_aucroc,test_aucpr,test_sensitivity,test_specificity,test_ppv,test_npv,test_ARI,test_NMI,Inference Time (ms),Stop Epoch,Early Stopping
click-id,sgc,1,0.6333333333333333,0.6436507936507936,0.6333333333333333,0.5847175004047271,0.21811833373177522,0.6314541142127349,0.5971196531125167,0.25396825396825395,0.9080459770114943,0.6666666666666666,0.626984126984127,0.056627391151625996,0.04213545006744214,5.559444427490234,500.0,0.0
click-id,sgc,2,0.5866666666666667,0.5806993006993008,0.5866666666666667,0.4716521739130435,0.06788130525369628,0.6068235723408137,0.5572959399770498,0.06349206349206349,0.9655172413793104,0.5714285714285714,0.5874125874125874,0.00801433204430579,0.005217202599648611,5.292654037475586,500.0,0.0
click-id,sgc,3,0.5933333333333334,0.6566438356164384,0.5933333333333334,0.46576644673627565,0.11066973389018875,0.6642948367086298,0.6099919199365484,0.047619047619047616,0.9885057471264368,0.75,0.589041095890411,0.011494859100187216,0.01531171351347894,22.133588790893555,500.0,0.0
click-id,sgc,4,0.6333333333333333,0.6742537313432836,0.6333333333333333,0.5632510453061459,0.23103771998693315,0.5918627987593504,0.567504939143309,0.19047619047619047,0.9540229885057471,0.75,0.6194029850746269,0.05376181349858955,0.05259668450228313,7.4634552001953125,500.0,0.0
click-id,sgc,5,0.5533333333333333,0.4826470588235294,0.5533333333333333,0.46028536485935595,-0.04086114744582701,0.582010582010582,0.4943851095672044,0.07936507936507936,0.896551724137931,0.35714285714285715,0.5735294117647058,-0.007922183773779847,0.0017113247065611596,9.68027114868164,500.0,0.0
Mean,,,0.6,0.6075789440266691,0.6,0.5091345062439097,0.11736918908335328,0.6152891808064223,0.5652595123473257,0.12698412698412698,0.9425287356321839,0.6190476190476191,0.5992740414252916,0.02439524240418574,0.0233944750778828,10.025882720947266,500.0,0.0
Std,,,0.03399346342395188,0.07823771525222675,0.03399346342395188,0.05981918848249282,0.11247410569674163,0.03313150473023728,0.045021378960827446,0.09049011310310619,0.0389789079489958,0.1638797606897167,0.022810175558794662,0.02907093505159642,0.02274805737918155,6.993471120150271,0.0,0.0
