Dataset,Model,Fold,test_accuracy,test_precision,test_recall,test_f1_score,test_mcc,test_aucroc,test_aucpr,test_sensitivity,test_specificity,test_ppv,test_npv,test_ARI,test_NMI,Inference Time (ms),Stop Epoch,Early Stopping
kaggle,graphsage,1,0.9242761692650334,0.9244741282705362,0.9242761692650334,0.9243017475737778,0.8484820313429742,0.9767548220322132,0.972679654818577,0.9299065420560748,0.9191489361702128,0.9128440366972477,0.935064935064935,0.7194161473684488,0.6134336113685355,20.424365997314453,141.0,1.0
kaggle,graphsage,2,0.9064587973273942,0.9068214946386024,0.9064587973273942,0.9063507003009944,0.8127139350995325,0.9693776098627958,0.9600956629166676,0.883177570093458,0.9276595744680851,0.9174757281553398,0.897119341563786,0.6600780128335249,0.5529145660952323,13.03553581237793,141.0,1.0
kaggle,graphsage,3,0.9309576837416481,0.9314774808510458,0.9309576837416481,0.9309912784736225,0.8622344616070697,0.9786637502485582,0.9728689224534598,0.9439252336448598,0.9191489361702128,0.9140271493212669,0.9473684210526315,0.742324192157167,0.6397825341165769,40.663957595825195,99.0,1.0
kaggle,graphsage,4,0.9420935412026726,0.9424818594715795,0.9420935412026726,0.9421194210557423,0.8843949098998467,0.9822927023265062,0.9783982097606796,0.9532710280373832,0.9319148936170213,0.9272727272727272,0.9563318777292577,0.7812996977368772,0.6827912104674322,21.853208541870117,432.0,1.0
kaggle,graphsage,5,0.9242761692650334,0.9243480564500777,0.9242761692650334,0.9242384912185329,0.8482289232569085,0.9755418572280772,0.9650342550202777,0.9112149532710281,0.9361702127659575,0.9285714285714286,0.9205020920502092,0.7194161846482159,0.6130662777140021,56.74934387207031,128.0,1.0
Mean,,,0.9256124721603562,0.9259206039363683,0.9256124721603562,0.9256003277245339,0.8512108522412664,0.9765261483396301,0.9698153409939325,0.9242990654205606,0.9268085106382978,0.9200382140036021,0.9312773334921639,0.7245068469488467,0.6203976399523559,30.5452823638916,188.2,1.0
Std,,,0.012948277820711488,0.012985523086921925,0.012948277820711488,0.013000306337605778,0.026081854993069635,0.004741972422140204,0.007220201082663203,0.027920316348204945,0.007612146306382274,0.007409611200237512,0.02336596591301507,0.04400508613001611,0.04723595978428426,17.843883739945213,137.3633866792749,0.0
