Dataset,Model,Fold,test_accuracy,test_precision,test_recall,test_f1_score,test_mcc,test_aucroc,test_aucpr,test_sensitivity,test_specificity,test_ppv,test_npv,test_ARI,test_NMI,Inference Time (ms),Stop Epoch,Early Stopping
kaggle,gcn,1,0.9309576837416481,0.9311804097768066,0.9309576837416481,0.9309020022368397,0.8617490151972513,0.9727903161662358,0.9733379646456166,0.9135514018691588,0.9468085106382979,0.9399038461538461,0.9232365145228216,0.7426102885674334,0.6386125556805919,17.864704132080078,288.0,1.0
kaggle,gcn,2,0.9365256124721604,0.9368072075267274,0.9365256124721604,0.9364691208448184,0.8729686025453198,0.9734390534897596,0.9750381104095803,0.9182242990654206,0.9531914893617022,0.946987951807229,0.927536231884058,0.7619521722024188,0.6603784029809172,12.121200561523438,335.0,1.0
kaggle,gcn,3,0.9432071269487751,0.9435034553685977,0.9432071269487751,0.9431565818085216,0.8863847914351684,0.9672524358719428,0.9603381758419961,0.9252336448598131,0.9595744680851064,0.9542168674698795,0.9337474120082816,0.785490288975695,0.6872286185609133,7.727384567260742,299.0,1.0
kaggle,gcn,4,0.9387527839643652,0.9392770439125108,0.9387527839643652,0.9386762748125739,0.8776530773390242,0.9714331875124279,0.9698036921997819,0.9158878504672897,0.9595744680851064,0.9537712895377128,0.9260780287474333,0.7697581303344276,0.6707471683006727,6.117105484008789,303.0,1.0
kaggle,gcn,5,0.9376391982182628,0.93772652783565,0.9376391982182628,0.9376081692387919,0.8750402422672817,0.9709012726188108,0.9669879246102858,0.9252336448598131,0.948936170212766,0.9428571428571428,0.9330543933054394,0.7658507562004044,0.663494496520783,15.03753662109375,301.0,1.0
Mean,,,0.9374164810690424,0.9376989288840585,0.9374164810690424,0.937362429788309,0.874759145756809,0.9711632531318355,0.9691011735414522,0.9196261682242991,0.9536170212765958,0.9475474195651621,0.9287305160936068,0.7651323272560758,0.6640922484087757,11.77358627319336,305.2,1.0
Std,,,0.004412385914512014,0.004457297241199011,0.004412385914512014,0.004412876025761045,0.008889305862361304,0.002411565434854746,0.005808336690213384,0.005378908613654837,0.005904015712983659,0.0064022263130314614,0.004541784228589684,0.015441149669820757,0.017627707446578073,4.905187241618947,17.640861656959956,0.0
