Dataset,Model,Fold,test_accuracy,test_precision,test_recall,test_f1_score,test_mcc,test_aucroc,test_aucpr,test_sensitivity,test_specificity,test_ppv,test_npv,test_ARI,test_NMI,Inference Time (ms),Stop Epoch,Early Stopping
welfake,graphsage,1,0.8737864077669902,0.8748487620621477,0.8737864077669902,0.8735715354828522,0.7482057833563328,0.9463919907585677,0.9398526162764232,0.9056603773584906,0.84,0.8571428571428571,0.8936170212765957,0.5582539179564961,0.45600445710982745,12.671947479248047,112.0,1.0
welfake,graphsage,2,0.8751733703190014,0.8755999663766654,0.8751733703190014,0.8750554313264833,0.7504199203282617,0.9461070465922219,0.9436243264215305,0.8975741239892183,0.8514285714285714,0.8649350649350649,0.8869047619047619,0.5624140786677203,0.4580108851277917,20.121335983276367,96.0,1.0
welfake,graphsage,3,0.871012482662968,0.8725511274054962,0.871012482662968,0.8707259683070115,0.7430821909347243,0.9419715055833655,0.9347742464143771,0.9083557951482479,0.8314285714285714,0.851010101010101,0.8953846153846153,0.5499789039005342,0.4496205319167543,26.739120483398438,89.0,1.0
welfake,graphsage,4,0.8807212205270458,0.8824689304990594,0.8807212205270458,0.8804396330894145,0.7627349455493397,0.9409395456295726,0.9329179513793282,0.9191374663072777,0.84,0.8589420654911839,0.9074074074074074,0.5792129870541805,0.4780856599619564,4.244804382324219,100.0,1.0
welfake,graphsage,5,0.8765603328710125,0.87763691512548,0.8765603328710125,0.8763501830546574,0.7537772983712043,0.9464304967269926,0.9378926461365896,0.9083557951482479,0.8428571428571429,0.8596938775510204,0.8966565349544073,0.5665910758279609,0.4639256915850131,22.599458694458008,100.0,1.0
Mean,,,0.8754507628294036,0.8766211402937698,0.8754507628294036,0.8752285502520838,0.7516440277079726,0.944368117058144,0.9378123573256497,0.9078167115902964,0.8411428571428571,0.8583447932260455,0.8959940681855576,0.5632901926813784,0.4611294451402686,17.275333404541016,99.4,1.0
Std,,,0.0035900635521622605,0.003740908127361328,0.0035900635521622605,0.003586863419523927,0.0073175186080555,0.0026866428484305202,0.004217031394459491,0.007718501920903707,0.007171371656006371,0.0050212250528134375,0.0074050733926636515,0.010813802037932523,0.010767755310520146,8.902178879786542,8.35463942968217,0.0
