accuracy,precision,recall,f1_score,mcc,aucroc,aucpr,sensitivity,specificity,ppv,npv,ARI,NMI,Inference Time (ms),Fold
0.5966666666666667,0.5826636311895276,0.5966666666666667,0.5444705882352942,0.11729013477831969,0.5977239554825762,0.5388594593548803,0.21428571428571427,0.8735632183908046,0.5510204081632653,0.6055776892430279,0.02431547139067907,0.012066016101269051,3.2312965393066406,1
0.6266666666666667,0.6426538461538462,0.6266666666666667,0.5669490866692577,0.2026491843772407,0.5972678343367999,0.5289445687216341,0.21428571428571427,0.9252873563218391,0.675,0.6192307692307693,0.04966287019521346,0.0379639250589986,3.241423765818278,2
0.61,0.613932792107697,0.61,0.5432415661720319,0.15322211372605357,0.6034710819193578,0.5317347490208493,0.18253968253968253,0.9195402298850575,0.6216216216216216,0.6083650190114068,0.032988047386062765,0.021985019837059826,3.2836492856343584,3
0.59,0.5719168291098116,0.59,0.5466257813421393,0.10432620689819151,0.589331326400292,0.5102980580236918,0.23809523809523808,0.8448275862068966,0.5263157894736842,0.6049382716049383,0.020799612782614295,0.009225659777646228,3.1390992800394693,4
0.5733333333333334,0.5441865079365079,0.5733333333333334,0.5167621822891371,0.05231892464512176,0.5409368728334245,0.45140380176870093,0.18253968253968253,0.8563218390804598,0.4791666666666667,0.5912698412698413,0.008030840774054398,0.0024237101292400214,3.2362564404805503,5
0.5993333333333333,0.5910707212994779,0.5993333333333333,0.5436098409415722,0.12596131288498544,0.58574621419449,0.5122481273779512,0.20634920634920634,0.8839080459770114,0.5706248971850475,0.6058763180719967,0.027159368505724795,0.016732866180842746,3.2263450622558594,Mean
0.020193508307814616,0.03814175292306339,0.020193508307814616,0.017856998452737402,0.05610403145718937,0.025549535493198067,0.03561073326791281,0.023809523809523808,0.03666468484537144,0.07779310531214743,0.00998565562496548,0.01545004775574175,0.013795221669755489,0.053022920458946986,Std
