Dataset,Model,Fold,test_accuracy,test_precision,test_recall,test_f1_score,test_mcc,test_aucroc,test_aucpr,test_sensitivity,test_specificity,test_ppv,test_npv,test_ARI,test_NMI,Inference Time (ms),Stop Epoch,Early Stopping
liar,graphsage,1,0.546875,0.5200050539083557,0.546875,0.5045096544715446,0.01983394310382271,0.5976390183286736,0.6694747896671469,0.8,0.21621621621621623,0.5714285714285714,0.4528301886792453,0.00020511810700601406,0.000328612957450649,2.1245479583740234,55.0,1.0
liar,graphsage,2,0.5546875,0.5359588954893274,0.5546875,0.5269759537337663,0.0510054298869989,0.5156259707983846,0.5958659876377466,0.7655172413793103,0.27927927927927926,0.581151832460733,0.47692307692307695,0.0048052319002847,0.002071203045553428,3.010272979736328,46.0,1.0
liar,graphsage,3,0.55078125,0.5415458709839358,0.55078125,0.5424811483178961,0.06564882974232372,0.560546753650202,0.6343034025414349,0.6758620689655173,0.38738738738738737,0.5903614457831325,0.4777777777777778,0.005274179525087029,0.0032254338941065425,12.570381164550781,64.0,1.0
liar,graphsage,4,0.5546875,0.5318528098145636,0.5546875,0.5156113979037538,0.04130729297062577,0.5569431500465983,0.6447322156875939,0.8,0.23423423423423423,0.5771144278606966,0.4727272727272727,0.00365674738370391,0.0014104534631436513,7.62486457824707,49.0,1.0
liar,graphsage,5,0.51171875,0.5048775146925859,0.51171875,0.5070076497781357,-0.007981480800492874,0.5372475924200062,0.6161515588571019,0.6137931034482759,0.3783783783783784,0.5632911392405063,0.42857142857142855,-0.004079212697296267,4.721465464786272e-05,5.222797393798828,67.0,1.0
Mean,,,0.54375,0.5268480289777537,0.54375,0.5193171608410193,0.03396280298065564,0.5536004970487729,0.6321055908782048,0.7310344827586206,0.29909909909909904,0.5766694833547279,0.46176594893576023,0.001972412843757077,0.0014165836029804266,6.110572814941406,56.2,1.0
Std,,,0.01819658546695643,0.014608320276558756,0.01819658546695643,0.015650450559324104,0.028754758651201674,0.030447895247849268,0.027966761651413045,0.08290217434600904,0.07992164005843919,0.01017603205231043,0.021142326057770264,0.003921384074631741,0.0012999379803579048,4.192570866480044,9.148770409186143,0.0
