Dataset,Model,Fold,test_accuracy,test_precision,test_recall,test_f1_score,test_mcc,test_aucroc,test_aucpr,test_sensitivity,test_specificity,test_ppv,test_npv,test_ARI,test_NMI,Inference Time (ms),Stop Epoch,Early Stopping
kaggle,tagconv,1,0.9510022271714922,0.9510176530070007,0.9510022271714922,0.9509910177661544,0.9017845653232092,0.9905945516007159,0.9882894925655324,0.9439252336448598,0.9574468085106383,0.9528301886792453,0.9493670886075949,0.813403846306987,0.717712994828996,10.838508605957031,103.0,1.0
kaggle,tagconv,2,0.9610244988864143,0.9610329245246175,0.9610244988864143,0.9610179575760988,0.9218743137793618,0.9932789819049512,0.9926297742436215,0.955607476635514,0.9659574468085106,0.9623529411764706,0.959830866807611,0.8500070431156634,0.762264545532995,9.943008422851562,114.0,1.0
kaggle,tagconv,3,0.9510022271714922,0.9510009644519185,0.9510022271714922,0.9509968673510781,0.9017780999044667,0.9921902962815669,0.9910595047044262,0.9462616822429907,0.9553191489361702,0.9507042253521126,0.951271186440678,0.8134039419415661,0.7175442205970612,16.4792537689209,121.0,1.0
kaggle,tagconv,4,0.9565701559020044,0.9565769861530924,0.9565701559020044,0.956562867013367,0.9129431000285784,0.9935871942732154,0.9927340780104671,0.9509345794392523,0.9617021276595744,0.9576470588235294,0.9556025369978859,0.8336396606991504,0.7419874727475908,17.168760299682617,104.0,1.0
kaggle,tagconv,5,0.9532293986636972,0.9533396866529324,0.9532293986636972,0.9532419466074371,0.9063935959214872,0.9932093855637303,0.9923338523576178,0.9579439252336449,0.948936170212766,0.9447004608294931,0.9612068965517241,0.8214687409108336,0.7278742369091891,13.72385025024414,136.0,1.0
Mean,,,0.95456570155902,0.9545936429579124,0.95456570155902,0.9545621312628271,0.9089547349914205,0.992572081924836,0.991409340376333,0.9509345794392523,0.9578723404255319,0.9536469749721702,0.9554557150810987,0.8263846465948401,0.7334766941231664,13.63067626953125,115.6,1.0
Std,,,0.00426955222999574,0.004262201506159293,0.00426955222999574,0.0042687083181415725,0.008548354071182648,0.0012239999029910412,0.0018678159965017144,0.00595679849718785,0.0064535110162140495,0.006729813311825712,0.005167718304282606,0.015587004564247203,0.018940031655991566,3.241766808935666,13.612494260788505,0.0
