Dataset,Model,Fold,test_accuracy,test_precision,test_recall,test_f1_score,test_mcc,test_aucroc,test_aucpr,test_sensitivity,test_specificity,test_ppv,test_npv,test_ARI,test_NMI,Inference Time (ms),Stop Epoch,Early Stopping
kaggle,tagconv,1,0.9220489977728286,0.9221732210675629,0.9220489977728286,0.9220699110123952,0.8439296085515388,0.9737820640286339,0.9568174062862418,0.9252336448598131,0.9191489361702128,0.9124423963133641,0.9310344827586207,0.7118596754347376,0.6050908371138937,19.876718521118164,106.0,1.0
kaggle,tagconv,2,0.4766146993318486,0.2271615716191884,0.4766146993318486,0.3076788707602281,0.0,0.8599125074567509,0.8498884762143353,1.0,0.0,0.4766146993318486,0.0,0.0,0.0,11.794805526733398,11.0,1.0
kaggle,tagconv,3,0.9265033407572383,0.9276957171138686,0.9265033407572383,0.9265434628038619,0.8540475848228739,0.9730960429508849,0.9608630106401906,0.9485981308411215,0.9063829787234042,0.9022222222222223,0.9508928571428571,0.7270123843465545,0.6264656296363931,8.530855178833008,130.0,1.0
kaggle,tagconv,4,0.4766146993318486,0.2271615716191884,0.4766146993318486,0.3076788707602281,0.0,0.6463511632531319,0.6430283123999939,1.0,0.0,0.4766146993318486,0.0,0.0,0.0,12.54582405090332,11.0,1.0
kaggle,tagconv,5,0.8641425389755011,0.8783689969444638,0.8641425389755011,0.8620968766811832,0.7404924337617876,0.9711473453966991,0.9547455202916062,0.7523364485981309,0.9659574468085106,0.9526627218934911,0.8107142857142857,0.529352043336914,0.4692342907284372,12.300252914428711,90.0,1.0
Mean,,,0.7331848552338529,0.6365122156728545,0.7331848552338529,0.6652135984035793,0.48769392542724005,0.8848578246172203,0.8730685451664737,0.9252336448598131,0.5582978723404255,0.7441113478185549,0.5385283251231527,0.39364482062364126,0.3401581514957448,13.00969123840332,69.6,1.0
Std,,,0.23550377168538777,0.37417263520196475,0.23550377168538777,0.3273735067021364,0.4474138691684247,0.1419921488051631,0.13679244538729787,0.10200411192964053,0.5101362780492903,0.24491681241997204,0.4945240899370835,0.3676695412558623,0.3163214684957868,4.1656469769304785,55.35611980621474,0.0
